Sr.No.,Category,Name of Book,Author,Acc.No,Price ,quantity,availibility,Rack No.,accession_date,Classification/Section No.,Publisher ,Publisher Place,year,Pages,ISBN,Receipt No.,added_on
1059,Education & Reference,Shaikshanik Va Shaikshanik Samajshastra,"Kundale,Madhukar Balkrushna",B.Ed/1059,500,1,,24,,370.01/KUN,Shree Vidya Prakashan,Pune,2003,694,,,
1060,Education & Reference,Udyonmukh Bhartiya Samaj Shikshan Va Shikshak -1,"Gajare,R.V; Mahant,Jyoti",B.Ed/1060,50,1,,24,,301/GAJ,Nutan Prakashan,Pune,1996,134,,,
1061,Education & Reference,Principles of Education,"Walia,J.S.",B.Ed/1061,50.8,1,,24,,370.01/WAL,Paul Publishers,Jalandhar,,164,,,
1062,Education & Reference,Shikshanachya Vastav Disha,"Nadkarni,M.D.",B.Ed/1062,12,1,,24,,373.2/NAD,Lalit Natya Prakashan,Mumbai,1987,88,,,
1063,Education & Reference,Yashasvi Adhyapan,"Upasani,N.K.;Kulkarni,K.V.",B.Ed/1063,80,1,,24,,370/UPA,Shree Vidya Prakashan,Pune,1987,200,,,
1064,Education & Reference,Swatantryottar Bhartiya Shikshan,"Parasnis,N.R",B.Ed/1064,100,1,,24,,370.15/PAR,Nutan Prakashan,Pune,,292,,,
1065,Education & Reference,Aashayaukta Adhyapan Paddhati,"Sarpotdar,P.A.;Bhosale,A.V.",B.Ed/1065,50,1,,24,,370/SAR,Phadake Prakashan,Kolhapur,2002,92,,,
1066,Education & Reference,Bhumikapalan Adhyapan Pratiman,"Patil,Geetanjali",B.Ed/1066,20,1,,24,,370/PAT,Phadake Prakashan,Kolhapur,2001,27,,,
1067,Education & Reference,Shikshakache Adhyayan-Adhyapan,"Kulkarni,Shalini",B.Ed/1067,50,1,,24,,370/KUL,Nitya Nutan Prakashan,Pune,2009,98,,,
1068,Education & Reference,Aashayaukta Adhyapan Paddhati,"Bamane,Vishnu; Bamane,Lata",B.Ed/1068,95,1,,24,,370/BAM,Nitya Nutan Prakashan,Pune,2010,202,,,
1069,Education & Reference,Praudh Shikshan ,"Bobe,B.S.",B.Ed/1069,70,1,,24,,370/BOB,Nitya Nutan Prakashan,Pune,2009,138,,,
1070,Education & Reference,Sukshmadhyapan,"Khatal,Mohan",B.Ed/1070,85,1,,24,,370/KHA,Nitya Nutan Prakashan,Pune,2010,157,,,
1071,Education & Reference,Sukshmadhyapan,"Khatal,Mohan",B.Ed/1071,85,1,,24,,370/KHA,Nitya Nutan Prakashan,Pune,2010,157,,,
1072,Education & Reference,Pragat Shaikshnik Tatvadnyan,"Dunakhe,Arvind",B.Ed/1072,180,1,,24,,371.01/DUN,Nitya Nutan Prakashan,Pune,2005,322,,,
1073,Education & Reference,Pragat Shaikshnik Tatvadnyan,"Pandav,Anita Girish",B.Ed/1073,100,1,,24,,370.01/PAN,Das Ganu Prakashan,Nagpur,2009,135,,,
1074,Education & Reference,Udyonmukh Bhartiya Samajache Shikshan Va Shikshak -2,"Virkar,Prabhakar;Virkar,Pratibha",B.Ed/1074,120,1,,24,,370/VIR,Pune Vidyarthi Gruha Prakashan,Pune,2007,247,,,
1075,Education & Reference,Udyonmukh Bhartiya Samajatil Shikshan,"Karandikar,Suresh; Mangarulkar,Meena",B.Ed/1075,150,1,,24,,370.19054/KAR,Phadake Prakashan,Kolhapur,2002,360,,,
1076,Education & Reference,Udyonmukh Bhartiya Samaj Shikshan Va Shikshak -2,"Gajare,R.V; Mahant,Jyoti",B.Ed/1076,30,1,,24,,301/GAJ,Nutan Prakashan,Pune,1991,134,,,
1077,Education & Reference,Shikshan Kshetratil Vicharvant,"Pawar,N.G.",B.Ed/1077,60,1,,24,,370.01/PAW,Nutan Prakashan,Pune,1995,159,,,
1078,Education & Reference,Udyonmukh Bhartiya Samaj Shikshan Va Shikshak -1,"Gajare,R.V; Mahant,Jyoti",B.Ed/1078,50,1,,24,,301/GAJ,Nutan Prakashan,Pune,1996,134,,,
1079,Education & Reference,Udyonmukh Bhartiya Samaj Shikshan Va Shikshak -1,"Gajare,R.V; Mahant,Jyoti",B.Ed/1079,50,1,,24,,301/GAJ,Nutan Prakashan,Pune,1996,134,,,
1080,Education & Reference,Udyonmukh Bahrtiya Samajatil Shikshantadnya,"Pawar,N.G.",B.Ed/1080,35,1,,24,,370.01/PAW, Nutan Prakashan,Pune,1991,148,,,
1081,Education & Reference,Human Rights And Teacher Education Curriculum,"Jain,G.R.",B.Ed/1081,80,1,,24,,370/JAN,Haresh & Bipin Publication,Mumbai,2001,57,,,
1082,Novel,Bermuda Triangle,"Devdhar,Vijay",B.Ed/1082,125,1,,24,,891/DEV,Shriram Book Agency,Pune,1993,255,,,
1083,Education & Reference,Educational Technology,"Rao,Usha",B.Ed/1083,175,1,,24,,601/RAO,Himalaya Publishing House Pvt. Lim.,Mumbai,2012,350,,,
1084,Reference,Durgadichya Burujavarun,"Latake,Girish",B.Ed/1084,125,1,,25,,891/LAT,Chandanvel Prakashan,Thane,2015,168,,,
1085,Reference,Durgadichya Burujavarun,"Latake,Girish",B.Ed/1085,125,1,,25,,891/LAT,Chandanvel Prakashan,Thane,2015,168,,,
1086,Reference,Durgadichya Burujavarun,"Latake,Girish",B.Ed/1086,125,1,,25,,891/LAT,Chandanvel Prakashan,Thane,2015,168,,,
1087,Education & Reference,Human Rights And Teacher Education Curriculum,"Jain,G.R.",B.Ed/1087,80,1,,25,,370/JAN,Haresh & Bipin Publication,Mumbai,2001,57,,,
1088,Education & Reference,Human Rights And Teacher Education Curriculum,"Jain,G.R.",B.Ed/1088,80,1,,25,,370/JAN,Haresh & Bipin Publication,Mumbai,2001,57,,,
1089,Education & Reference,Pragat Shaikshanik Samajshastra,"Dunakhe,Arvind; Deshpande,Leena",B.Ed/1089,130,1,,25,,301/DUN,Nitya Nutan Prakashan,Pune,2006,336,,,
1090,Education & Reference,Aashayaukta Adhyapan Paddhati,"Sarpotdar,P.A.;Bhosale,A.V.",B.Ed/1090,50,1,,25,,370/SAR,Phadake Prakashan,Kolhapur,2002,92,,,
1091,Education & Reference,Bhartiya Samaj ,"Patil,Ashok; Bhaddoria,S.S.",B.Ed/1091,70,1,,25,,370/PAT,Madhyapradesh Hindi Granth Academy,Bhopal,2005,376,,,
1092,Education & Reference,Chatra Adhyapak Aani Vachan,"Dandekar,Renu",B.Ed/1092,45,1,,25,,370/DAN,Nitya Nutan prakashan,Pune,2010,66,,,
1093,Education & Reference,Bhumikapalan Adhyapan Pratiman,"Patil,Geetanjali",B.Ed/1093,25,1,,25,,370/PAT,Phadake Prakashan,Kolhapur,2007,31,,,
1094,Education & Reference,Chatra Adhyapak Aani Vachan,"Dandekar,Renu",B.Ed/1094,45,1,,25,,370/DAN,Nitya Nutan prakashan,Pune,2010,66,,,
1095,Education & Reference,Arthashastra Aashayukta Adhyapan Paddhati,"Tapkir,Nirmala",B.Ed/1095,75,1,,25,,370/TAP,Nitya Nutan Prakashan,Pune,2008,154,,,
1096,Education & Reference,Arthashastra Aashayukta Adhyapan Paddhati,"Tapkir,Nirmala",B.Ed/1096,75,1,,25,,370/TAP,Nitya Nutan Prakashan,Pune,2008,154,,,
1097,Education & Reference,Shikshakache Adhyayan-Adhyapan,"Kulkarni,Shalini",B.Ed/1097,50,1,,25,,370/KUL,Nitya Nutan Prakashan,Pune,2009,98,,,
1098,Education & Reference,Udyonmukh Bhartiya Samaj Shikshan Va Shikshak -1,"Gajare,R.V; Mahant,Jyoti",B.Ed/1098,50,1,,25,,301/GAJ,Nutan Prakashan,Pune,1996,134,,,
1099,Education & Reference,Education In Changing Indian Society,"Sampat,Urmi; Gayatonde,Shakuntala",B.Ed/1099,60,1,,25,,370/SAM,Himalaya Publishing House Pvt. Lim.,Bombay,1997,172,,,
1100,Education & Reference,Praudh Shikshan ,"Bobe,B.S.",B.Ed/1100,70,1,,25,,370/BOB,Nitya Nutan Prakashan,Pune,2009,138,,,
1101,Education & Reference,Pragat Shaikshanik Samajshastra,"Dunakhe,Arvind; Deshpande,Leena",B.Ed/1101,150,1,,25,,301/DUN,Nitya Nutan Prakashan,Pune,2009,335,,,
1102,Education & Reference,Shikshan Kshetratil Vicharvant,"Pawar,N.G.",B.Ed/1102,60,1,,25,,370.01/PAW,Nutan Prakashan,Pune,1995,159,,,
1103,Education & Reference,Prachin kalatil Shikshan,"Deshpande,K.N.;Mali,A.L.",B.Ed/1103,50,1,,25,,370/DES,Nutan Prakashan,Pune,1996,203,,,
1104,Education & Reference,Bharat va Jagatil shikshan,"Dange,Chandrakumar",B.Ed/1104,50,1,,25,,370/DAN,Nutan Prakashan,Pune,1996,151,,,
1105,Education & Reference,Shikshanachi Tatvik aani Samajshatriya Bhumika,"Parasnis,N.R.",B.Ed/1105,190,1,,25,,370/PAR,Nitya Nutan Prakashan,Pune,,436,,,
1106,Novel,Jevha Mi Jaat Chorali Hoti,"Bagul,Baburao",B.Ed/1106,,1,,25,,891.46/BAG,Akshar Prakashna,Mumbai,2004,94,,,
1107,Education & Reference,Etihasache Adhyapan,"Dunakhe,Arvind",B.Ed/1107,85,1,,25,,907/DUN,Nutan Prakashan,Pune,2000,256,,,
1108,Reference,Anna Bhau sathe Yanche Powade Va Lavannya,"Sathe,Anna Bhau",B.Ed/1108,30,1,,25,,370.1/PAT,Lokvangmay Gruha,Mumbai,2008,31,,,
1109,Education & Reference,Adhyapan Pratimane Aani Adhyayan Shaily,"Mahale,Sanjivani",B.Ed/1109,150,1,,25,,370/MAH,Insite Prakashan,Nashik,2008,235,,,
1110,Reference,Srujanshilata,"Tapkir,Dattatrey",B.Ed/1110,50,1,,25,,370/TAP,Nitya Nutan Prakashan,Pune,2010,110,,,
1111,Reference,Literacy And Development,"Reddy,Adinarayana P.",B.Ed/1111,95,1,,25,,370/RED,Discovery Publishing House,New Delhi,2007,112,,,
1112,Education & Reference,Marathichy Adhyapan,"Indurkar,Kalyani",B.Ed/1112,60,1,,25,,370/IND,Shree Mangesh Prakashan,Nagpur,2007,121,,,
1113,Education & Reference,Marathi Shabdaratnakar,"Aapate,V.G.",B.Ed/1113,120,1,,25,,491/AAP,Varada Books,Pune,1990,661/xxxii,,,
1114,Education & Reference,Adhyayan Upapatti Va Adhyapan,"Jagatap,H.N.",B.Ed/1114,115,1,,25,,370/JAG,Nutan Prakashan,Pune,2005,256,,,
1115,Reference,Vata... Shaikshanik Prakalpachya,"Mashale,Sidharam",B.Ed/1115,50,1,,25,,370/MAS,Blue Bird Lim.,Pune,2009,96,,,
1116,Education & Reference,Vishesh Shikshan,"Aavachar,Seema",B.Ed/1116,100,1,,25,,370/AAV,Nitya Nutan Prakasha,Pune,2010,132,,,
1117,Education & Reference,Samajik Parivartan Aur Shiksha,"Chudhari,Umrao Singh",B.Ed/1117,40,1,,25,,370/CHU,Madhyapradesh Hindi Granth Academy,Bhopal,2004,112,,,
1118,Education & Reference,Nirantar Shiksha,"Bobe,B.S.",B.Ed/1118,70,1,,25,,373.2/BOB,Nitya Nutan Prakshan,Pune,2009,130,,,
1119,Education & Reference,Chatra Adhyapak Aani Vachan,"Dandekar,Renu",B.Ed/1119,45,1,,25,,370/DAN,Nitya Nutan prakashan,Pune,2010,66,,,
1120,Education & Reference,Slow Learners- Their Psychology And Instruction,"Reddy,Lokanadha; Ramar,R.",B.Ed/1120,175,1,,25,,370.15/RED,Discovery Publishing House,New Delhi,2006,302,,,
1121,Education & Reference,Principles Of Growth And Development,"Sharma,S.K.;Tomar,Monica",B.Ed/1121,160,1,,25,,370/SHA,Isha Books,Delhi,,305,,,
1122,Reference,Sports Sociology,"Kanwal,S.C.",B.Ed/1122,50,1,,25,,491.43/KAN,AP Publishers,Jalandhar,,80,,,
1123,Reference,Srujanshilata,"Tapkir,Dattatrey",B.Ed/1123,50,1,,25,,370/TAP,Nitya Nutan Prakashan,Pune,2010,110,,,
1124,Education & Reference,Pruccha Prashikshan Pratiman,"Isave,Madhuri",B.Ed/1124,30,1,,25,,370/ISA,Insite Prakashan,Nashik,,32,,,
1125,Education & Reference,Vishesh Shikshan,"Aavachar,Seema",B.Ed/1125,100,1,,25,,370/AAV,Nitya Nutan Prakasha,Pune,2010,132,,,
1126,Education & Reference,Anoupcharik Shikshan,"Bobe,B.S.",B.Ed/1126,70,1,,25,,370/BOB,Nitya Nutan Prakasha,Pune,2008,134,,,
1127,Education & Reference,Bhumikapalan Adhyapan Pratiman,"Patil,Geetanjali",B.Ed/1127,25,1,,25,,370/PAT,Phadake Prakashan,Kolhapur,2008,31,,,
1128,Education & Reference,Udyonmukh Bhartiya Samajatil shikshan,"Kulkarni,Shalini",B.Ed/1128,130,1,,25,,370/KUL,Nutan Prakashan,Pune,2005,194,,,
1129,Education & Reference,Bharatatil Shaikshanik Aayog Va Samitya,"Ghormode,K.U.;Ghormode,K",B.Ed/1129,200,1,,25,,370/GHO,Vidya Prakashan,Nagpur,2007,188,,,
1130,Reference,Sukshmadhyapan,"Khatal,Mohan",B.Ed/1130,85,1,,25,,370/KHA,Nitya Nutan Prakasha,Pune,2010,157,,,
1131,Reference,Lakshavedhi Suvichar,"Belhekar,Rajesh",B.Ed/1131,45,1,,25,,370/BEL,Unmesh Prakashan,Pune,1999,118,,,
1132,Reference,Reasoning Ability Of School Students,"Fatima,S.K.; Rao,Digumarti",B.Ed/1132,85,1,,25,,370.76/FAT,Discovery Publishing House,New Delhi,2007,103,,,
1133,Reference,Shaley Prarthana Va Samuha Geete,"Joshi,Savita",B.Ed/1133,15,1,,25,,379/JOS,Vidyabharti Prakashan,Latur,,48,,,
1134,Reference,Suvichar Sangraha- Dnyanganga,"Joshi,Savita",B.Ed/1134,30,1,,25,,415/JOS,Vidyabharti Prakashan,Latur,2003,62,,,
1135,Reference,The Power Of Your Subconscious Mind,"Murphy,Joseph",B.Ed/1135,145,1,,25,,370/MUR,Pocket Books,London,1988,253,,,
1136,Education & Reference,Pragat Shaikshanik Tantravidnyan ,"Dunakhe,Arvind",B.Ed/1136,180,1,,25,,370.01/DUN,Nitya Nutan Prakashan,Pune,2005,322,,,
1137,Education & Reference,Bhartiya Shikshanatil Mulbhut Samasya,"Mali,M.G.",B.Ed/1137,100,1,,25,,370/MAL,Phadake Prakashan,Kolhapur,2010,221,,,
1138,Reference,Aadhyatma Yathaswarup Aur Kavya,Prakashanand,B.Ed/1138,400,1,,25,,370/PRA,Prakashganga Prakashan,Vangani,2010,488,,,
1139,Reference,Student's Modern Dictionary,Dhavale Keshav Bhikaji,B.Ed/1139,130,1,,25,,370/DHA,Keshav Bhikaji Dhavale ,Mumbai,1990,1077,,,
1140,Reference,Let Us Learn English,"Sachdeva,M.S.",B.Ed/1140,32,1,,26,,370/SAC,Vinod Pustak Mandir,Agra,1980,275,,,
1141,Biography,Swatantraveer Sawarkar,"Keer,Dhananjay",B.Ed/1141,150,1,,26,,891.46/KEE,Popular Prakashan,Mumbai,1990,608,,,
1142,Reference,Krantikaal,"Kher,B.D.",B.Ed/1142,75,1,,26,,891/KHE,Sushil Prakashan,Pune,1994,148,,,
1143,Novel,Kshipra,"Muktibodh,Sharacchandra",B.Ed/1143,32,1,,26,,891/MUK,Mauja Prakashan,Mumbai,1986,176,,,
1144,Autobiography,Agni Ki Udan,"Kalam,A.P.J. Abdul",B.Ed/1144,95,1,,26,,891.KAL,Prabhat Prakashan,Delhi,2000,194,,,
1145,Autobiography,Chakachi Khurchi,"Hurjuk,Nasima",B.Ed/1145,180,1,,26,,891/HUR,Meheta Publishing House,Pune,2004,219,,,
1146,Reference,Zhenduchi Phule,Keshavkumar,B.Ed/1146,120,1,,26,,891/KES,Parchure Prakashan Mandir,Mumbai,2000,172,,,
1147,Reference,Nirogi Sharir Va Nirogi Manasathi YOG,"Jadhav,Ankush",B.Ed/1147,45,1,,26,,370/JAD,Manovikas Prakashan,Mumbai,2004,108,,,
1148,Reference,Prachin Bhartiya Vidyopasana,"Sayanekar,Shyam",B.Ed/1148,275,1,,26,,370/SAA,Ashvamedh Prakashan,Dombivali,1999,280,,,
1149,Poetry,Ya Sattet Jeev Ramat Nahi,"Dhasal,Navdev",B.Ed/1149,150,1,,26,,891/DHA,Lokmudra Prakashan,Mumbai,2002,134,,,
1150,Reference,Adhyapan Saathi,NCTE,B.Ed/1150,,1,,26,,370/NCT,NCTE,New Delhi,2003,62,,,
1151,Education & Reference,Yashasvi Adhyapan,"Upasani,N.K.;Kulkarni,K.V.",B.Ed/1151,80,1,,26,,370/UPA,Shree Vidya Prakashan,Pune,1987,200,,,
1152,Reference,Anweshika Indian Journal Of Teacher Education,NCTE,B.Ed/1152,,1,,26,,370/NCT,NCTE,New Delhi,2004,159,,,
1153,Reference,Shiksh Me Parivar Tatha Vidyalay Ki Sahabhagita,NCTE,B.Ed/1153,,1,,26,,370.01/NCT,NCTE,New Delhi,2003,146,,,
1154,Reference,The Bharat Ratnas,"Suresh,Sushma",B.Ed/1154,180,1,,26,,891/SUR,,,2000,142,,,
1155,Reference,Syllabus Teaching Of English,"Sachdeva,M.S.",B.Ed/1155,,1,,26,,428.6/SAC,,,2004,138,,,
1156,Reference,A History Of INDIA - Vol.-1,"Thapar,Romila ",B.Ed/1156,295,1,,26,,891/THA,Penguin Books Ltd.,New Delhi,1966,381,,,
1157,Reference,Marathi Karyatmak Vyakaran -1 to 5,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,B.Ed/1157,34,1,,26,,491/MAH,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,Pune,2001,190,,,
1158,Education & Reference,Aadhunik Bhartiya Shiksha Aur usaki Samasyaye,"Bhatnagar,Suresh",B.Ed/1158,60,1,,26,,370.15/BAT,R.Lal Book Depot,Merath,1993,527,,,
1159,Reference,Jagatil Eslami Samajachi Halhaval,"Joglekar,J.D.",B.Ed/1159,125,1,,26,,891/JOG,Manorama Prakashan,Mumbai,1996,199,,,
1160,Reference,Disabled In India,"Gajendragadkar,S.N.",B.Ed/1160,55,1,,26,,370.01/GAJ,Somaiya Publications Pvt. Ltd.,Bombay,1983,127,,,
1161,Reference,Sahityatil Hire Aani Moti,"Gadakari,Madhav",B.Ed/1161,45,1,,26,,891/GAD,Utkarsha Prakashan,Pune,1994,148,,,
1162,Reference,Shikshanatil Oasis,"Patil,Leela",B.Ed/1162,50,1,,26,,370.11/PAT,Unmesh Prakashan,Pune,1988,189,,,
1163,Education & Reference,Shikshanatil Sanshodhan Abhikalpa,"Pandit,Bansibihari",B.Ed/1163,35,1,,26,,370.19054/PAN,Nutan Prakashan,Pune,1989,120,,,
1164,Reference,Aadharwad Sahastrancha,"Sahastrabuddhe,Vijaya; Gawade,P.L.",B.Ed/1164,75,1,,26,,891/PAN,Anmol Prakashan,Pune,1994,226,,,
1165,Drama,Priya Aais,"Kanetkar,Vasant",B.Ed/1165,50,1,,26,,891/KAN,Popular Prakashan,Mumbai,1992,62,,,
1166,Reference,Mulanche Supta Gun Kase Olkhal? Kase Phulwal?,"Parulekar,Aasha",B.Ed/1166,40,1,,26,,891/PAR,Unmesh Prakashan,Pune,1991,110,,,
1167,Reference,Abhyaskram Va Pathyapustak Sanshodhan- Varshik Ahaval,"Parasnis,Hemlata ",B.Ed/1167,,1,,26,,370.15/PAR,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,Pune,2004,266,,,
1168,Reference,Sarjanshilata,"Kundale,M.B.",B.Ed/1168,75,1,,26,,370.153/KUN,Nutan Prakashan,Pune,2000,160,,,
1169,Education & Reference,Adhyapan Shastra Aani Paddhati,"Kundale,M.B.",B.Ed/1169,80,1,,26,,370/UPA,Vinus Prakashan,Pune,1990,399,,,
1170,Reference,Rasayan Shastranche Karagir,"Talpade,C.R.",B.Ed/1170,6,1,,26,,540/TAL,Vinus Prakashan,Pune,1969,79,,,
1171,Reference,Pragati B.Ed.-Shaikshanik Vyavasthapan : Multatve Aani Karyapaddhati,Kulkarni,B.Ed/1171,40,1,,26,,370.15/KUL,Pragati Books Pvt. Ltd.,Pune,2008,,,,
1172,Education & Reference,Bhumikapalan Adhyapan Pratiman,"Patil,Geetanjali",B.Ed/1172,20,1,,26,,370/PAT,Phadake Prakashan,Kolhapur,2001,27,,,
1173,Education & Reference,Teaching Of General Science,"Singh,Yogesh Kumar",B.Ed/1173,150,1,,26,,370/SIN,A.P.H. Publishing Corporation,New Delhi,2005,259,,,
1174,Reference,Gharoghari Dnyaneshwar Janmati,"Sardesai,H.V.",B.Ed/1174,90,1,,26,,891/SAR,Utkarsha Prakashan,Pune,2005,148,,,
1175,Reference,Aaple Aarogya Aaplya Hati,"Vhora,Devendra",B.Ed/1175,100,1,,26,,370/VHO,Navneet Publications,Ahmadabad,,223,,,
1176,Reference,Jagruk Palak Shikshakansathi : Aapan Mulanna Samjun Ghevya,"Chitale,Rohini",B.Ed/1176,30,1,,26,,370/CHI,Unmesh Prakashan,Pune,1990,79,,,
1177,Reference,Meghdut-Bhavanuvad,"Vaidya,Meera; Kulkarni,Anupama",B.Ed/1177,125,1,,26,,891/VAI,,Karjat,2002,96,,,
1178,Biography,Yanni jag Ghadavile- Charly Chaplin,"Pinge,Ravindra",B.Ed/1178,40,1,,26,,891/PIN,Oriental Longman Ltd.,Hydrabad,1998,64,,,
1179,Reference,Human Rights And Teacher Education Curriculum,"Jain,G.R.",B.Ed/1179,80,1,,26,,370/JAN,Haresh & Bipin Publication,Mumbai,2001,57,,,
1180,Reference,Rakhiv Jaga,"Datar,P.Y.",B.Ed/1180,40,1,,26,,370/DAT,Shree Mangesh Prakashan,Nagpur,2000,132,,,
1181,Reference,Shetkaryanch Aasud Aani Ishara,Mahatma Jyotiba Phule,B.Ed/1181,50,1,,26,,891/MAH,Rajesh Prakashan,Pune,,106,,,
1182,Reference,Shikshketar Karmachari,"Datar,P.Y.",B.Ed/1182,25,1,,26,,370/DAT,Shree Mangesh Prakashan,Nagpur,1998,88,,,
1183,Reference,Yash Tumchya Hatat,"Khera,Shiv",B.Ed/1183,265,1,,26,,891.46/KHE,McMilan India Ltd.,Delhi,2002,304,,,
1184,Reference,New Writing - 12,"Adebayo,Diran; Morrison,Black",B.Ed/1184,,1,,26,,891/ADE,British Council,England,2003,331,,,
1185,Education & Reference,Marathi Karyatmak Vyakaran -1 to 5,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,B.Ed/1185,34,1,,26,,491/MAH,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,Pune,2001,190,,,
1186,Education & Reference,Marathi Karyatmak Vyakaran -1 to 5,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,B.Ed/1186,34,1,,26,,491/MAH,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,Pune,2001,190,,,
1187,Education & Reference,Marathi Karyatmak Vyakaran -1 to 5,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,B.Ed/1187,34,1,,26,,491/MAH,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,Pune,2001,190,,,
1188,Education & Reference,Marathi Karyatmak Vyakaran -1 to 5,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,B.Ed/1188,34,1,,26,,491/MAH,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,Pune,2001,190,,,
1189,Education & Reference,Marathi Karyatmak Vyakaran -1 to 5,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,B.Ed/1189,34,1,,26,,491/MAH,Maharashra Rajya Pathyapustak nirmiti Va Abhyaskram Sanshodhan Mandal,Pune,2001,190,,,
1190,Education & Reference,Hindi : Vishaydnyan Evam Adhyapan Paddhati,"Godbole,M.Y.;Joshi,S.M.",B.Ed/1190,70,1,,26,,491.43/GOD,Suvichar Prakashan Mandal,Pune,1999,218,,,
1191,Education & Reference,Suryamudra,"Shinde,F.M.",B.Ed/1191,90,1,,26,,891/SHI,Suresh Egency,Pune,1999,112,,,
1192,Education & Reference,Utsfurta,"Joglekar,Yogini",B.Ed/1192,100,1,,26,,370/JOG,Sanvad Prakashan,Mumbai,1995,122,,,
1193,Education & Reference,"Jagatik Udarikaran,Shetkaryanchya Aatmahatya Aani Utpadan Mulya","Shete,jagadish",B.Ed/1193,80,1,,26,,301/SHE,Welfear Book Sellers & Publishers,Pune,2005,173,,,
1194,Education & Reference,Sarjanshilata,"Kundale,M.B.",B.Ed/1194,50,1,,26,,370.153/KUN,Nutan Prakashan,Pune,1991,160,,,
1195,Education & Reference,Sansarat Parmartha,Veadantacharya Tukaram Maharaj Shastriji,B.Ed/1195,6,1,,26,,891.46/TUK,Adhyatma Shanti Peeth,Pune,1989,96,,,
1196,Education & Reference,Concise Encyclopedia Of Nobel Laureates,"Kapila,Rituraj; Kapila,Abha",B.Ed/1196,990,1,,26,,491/KAP,Academic Foundation,Delhi,1992,320,,,
1197,Education & Reference,Gharala Muklelya Striya Va Kalachi Chahul,"Bedekar,Malati",B.Ed/1197,30,1,,26,,891/BED,Deshmukh & Company Pvt. Ltd.,Pune,1962,238,,,
1198,Education & Reference,Aadhunik Aashiyacha Etihas -T.Y.B.A.,Deshpande,B.Ed/1198,45,1,,27,,907/DES,Chetana Praakshan,Mumbai,,123,,,
1199,Education & Reference,Praoudh Shikshan Anaupacharik Shikshan va Nirantar Shikshan,"Bobe,B.S.",B.Ed/1199,35,1,,27,,370/BOB,Nutan Prakashan,Pune,1990,140,,,
1200,Education & Reference,Tulanatmak Shikshanachi Saidhhantik Baithak,"Jayswal,Sitaram;Barakale,Ramdas",B.Ed/1200,15,1,,27,,371/JAY,Nutan Prakashan,Pune,,67,,,
1201,Reference,Thor Samajsudharak,"Gokhale,Arun",B.Ed/1201,20,1,,27,,891.46/GOK,Aapala Prakashan,Pune,,32,,,
1202,Reference,Shaley Prarthana Va Deshbhaktipar Geete,"Jadhav,M.S.",B.Ed/1202,15,1,,27,,379/JOS,Vidya Prakashan,Latur,,44,,,
1203,Drama,Belvadi,"Puri,Vishwambhar",B.Ed/1203,10,1,,27,,891.46/PUR,Vidyabharti Prakashan,Latur,,24,,,
1204,Reference,Yashwant Wha!,"Hatwalane,Arun",B.Ed/1204,110,1,,27,,,Rajhansa Prakashan,Pune,2010,139,,,
1205,Reference,Pachhatya Shikshanatil Vicharvant,"Bhagat,R.T;Kulkarni",B.Ed/1205,100,1,,27,,370.01/BHA,Chaitannya Prakashan,Kolhapur,2008,131,,,
1206,Reference,Suvichar Sangraha,"Namjoshi,V.D.",B.Ed/1206,30,1,,27,,415/NAM,Shreepad Prakashan,Kolhapur,2006,84,,,
1207,Reference,Shikshan Sanskar,"Chaugule,Shrikant",B.Ed/1207,45,1,,27,,370/CHU,Aavishkar Prakashan,Pune,2009,80,,,
1208,Biography,Swami Vivekananda- Sankshipta Charitra Va Vichardhan,"Joshi,Sharada",B.Ed/1208,15,1,,27,,891.46/JOS,Vidyabharti Prakashan,Latur,2004,48,,,
1209,Reference,Mahatma Gandhi -Sankshipta Charitra Va Vichardhan,"Joshi,Sharada",B.Ed/1209,20,1,,27,,891.46/JOS,Vidyabharti Prakashan,Latur,,48,,,
1210,Reference,Mahatma Phule Aani Dharma,"Salunkhe,A.H.",B.Ed/1210,20,1,,27,,891.46/SAL,Lokvangmay Gruha,Mumbai,2006,77,,,
1211,Reference,Suvichar Taranga,"Gokhale,Hemant",B.Ed/1211,25,1,,27,,891.46/GOK,Vidyabharti Prakashan,Latur,2008,77,,,
1212,Reference,Competency Based And Commitment Oriented Teacher Education For Quality School Education,NCTE,B.Ed/1212,,1,,27,,891.46/NCT,NCTE,New Delhi,1998,43,,,
